# Generated from bridge-api/execution-decisions. Do not hand-edit.
decisionRequestId,candidateId,strategyId,runtimeStrategyId,executorId,feasibilityStatus,authorizationStatus,comparableCostMicroUsd,unknownCost,selected,reasonCodes
decision.structured_response.fail_closed.offline.v1,decision.structured_response.fail_closed.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.ba48f169,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,INSUFFICIENT_EVIDENCE,AUTHORIZED,382,true,false,COST_UNKNOWN
decision.structured_response.fail_closed.offline.v1,decision.structured_response.fail_closed.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.dd61a711,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,INSUFFICIENT_EVIDENCE,AUTHORIZED,351,true,false,COST_UNKNOWN
decision.structured_response.fail_closed.offline.v1,decision.structured_response.fail_closed.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.f2085aa1,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,INSUFFICIENT_EVIDENCE,AUTHORIZED,382,true,false,COST_UNKNOWN
decision.structured_response.fail_closed.offline.v1,decision.structured_response.fail_closed.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.fc4ed1cf,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,INSUFFICIENT_EVIDENCE,AUTHORIZED,354,true,false,COST_UNKNOWN
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.DETERMINISTIC_RULES.mock.legacy_structured_response.v1.31852242,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.legacy_structured_response.v1,UNAUTHORIZED,UNAUTHORIZED,303,true,false,CAPABILITY_NOT_SUPPORTED|HOSTED_EXECUTION_NOT_AUTHORIZED
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.DETERMINISTIC_RULES.mock.legacy_structured_response.v1.618f6b92,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.legacy_structured_response.v1,UNAUTHORIZED,UNAUTHORIZED,303,true,false,CAPABILITY_NOT_SUPPORTED|HOSTED_EXECUTION_NOT_AUTHORIZED
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.DETERMINISTIC_RULES.mock.legacy_structured_response.v1.645c8319,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.legacy_structured_response.v1,UNAUTHORIZED,UNAUTHORIZED,303,true,false,CAPABILITY_NOT_SUPPORTED|HOSTED_EXECUTION_NOT_AUTHORIZED
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.DETERMINISTIC_RULES.mock.legacy_structured_response.v1.aa4b9b42,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.legacy_structured_response.v1,UNAUTHORIZED,UNAUTHORIZED,303,true,false,CAPABILITY_NOT_SUPPORTED|HOSTED_EXECUTION_NOT_AUTHORIZED
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.33ef22e1,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,382,true,false,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.381d3346,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,382,true,false,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.3e88b9d5,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,354,true,false,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.48707595,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,365,true,false,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.56128ae8,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,368,true,false,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.985a13d1,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,354,true,false,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.9d4707a6,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,354,true,false,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.a26871ce,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,353,true,false,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.a291a82d,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,353,true,false,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.aa965de5,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,353,true,false,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.aa9d9534,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,353,true,false,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.b7b5ec3f,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,360,true,false,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.ba48f169,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,382,true,false,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.dd61a711,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,351,true,true,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.f2085aa1,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,382,true,false,
decision.structured_response.initial.offline.v1,decision.structured_response.initial.offline.v1.HOSTED_BALANCED.mock.legacy_structured_response.v1.fc4ed1cf,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.legacy_structured_response.v1,FEASIBLE,AUTHORIZED,354,true,false,
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.DETERMINISTIC_RULES.mock.supervisor_daily_report.v1.1d292a75,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.supervisor_daily_report.v1,UNAUTHORIZED,UNAUTHORIZED,1203,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|POLICY_GATE_FAILED|QUALITY_THRESHOLD_FAILED|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED|CAPABILITY_NOT_SUPPORTED|HOSTED_EXECUTION_NOT_AUTHORIZED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.DETERMINISTIC_RULES.mock.supervisor_daily_report.v1.48d8d565,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.supervisor_daily_report.v1,UNAUTHORIZED,UNAUTHORIZED,1203,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|POLICY_GATE_FAILED|QUALITY_THRESHOLD_FAILED|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED|CAPABILITY_NOT_SUPPORTED|HOSTED_EXECUTION_NOT_AUTHORIZED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.DETERMINISTIC_RULES.mock.supervisor_daily_report.v1.7faf8f72,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.supervisor_daily_report.v1,UNAUTHORIZED,UNAUTHORIZED,1203,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|POLICY_GATE_FAILED|QUALITY_THRESHOLD_FAILED|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED|CAPABILITY_NOT_SUPPORTED|HOSTED_EXECUTION_NOT_AUTHORIZED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.DETERMINISTIC_RULES.mock.supervisor_daily_report.v1.822c4491,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.supervisor_daily_report.v1,UNAUTHORIZED,UNAUTHORIZED,1203,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|POLICY_GATE_FAILED|QUALITY_THRESHOLD_FAILED|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED|CAPABILITY_NOT_SUPPORTED|HOSTED_EXECUTION_NOT_AUTHORIZED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.0111e3c6,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1325,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|POLICY_GATE_FAILED|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.0cf1e7c8,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1253,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|POLICY_GATE_FAILED|QUALITY_THRESHOLD_FAILED|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED|LATENCY_THRESHOLD_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.183e1e73,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1325,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|POLICY_GATE_FAILED|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.5dfc4519,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1253,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|POLICY_GATE_FAILED|QUALITY_THRESHOLD_FAILED|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED|LATENCY_THRESHOLD_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.85593f49,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1476,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|POLICY_GATE_FAILED|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.9f2168f1,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1476,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|POLICY_GATE_FAILED|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.c5c9f6ac,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1325,true,false,POLICY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.ce330299,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1253,true,false,POLICY_GATE_FAILED|QUALITY_THRESHOLD_FAILED|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED|LATENCY_THRESHOLD_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.cea1108b,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1524,true,false,PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.d162a60d,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1485,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.d4a89aa0,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1485,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.e6e35190,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1480,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.e77805ca,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1524,true,false,PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.e91ca09b,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1480,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.f768c25f,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1253,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|POLICY_GATE_FAILED|QUALITY_THRESHOLD_FAILED|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED|LATENCY_THRESHOLD_FAILED
decision.supervisor_report.initial.offline.v1,decision.supervisor_report.initial.offline.v1.HOSTED_BALANCED.mock.supervisor_daily_report.v1.f87ba884,HOSTED_BALANCED,HOSTED_BALANCED_MODEL,mock.supervisor_daily_report.v1,INFEASIBLE,AUTHORIZED,1325,true,false,SAFETY_GATE_FAILED|INSUFFICIENT_CONFIDENCE|POLICY_GATE_FAILED|PRIVACY_GATE_FAILED|EMPLOYMENT_GOVERNANCE_GATE_FAILED
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.0a3ffe5f,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,INFEASIBLE,AUTHORIZED,13,true,false,LATENCY_THRESHOLD_FAILED
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.1681dc53,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,FEASIBLE,AUTHORIZED,44,true,false,
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.2ab18cde,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,FEASIBLE,AUTHORIZED,55,true,false,
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.536ceb62,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,FEASIBLE,AUTHORIZED,25,true,true,
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.5774a0d5,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,FEASIBLE,AUTHORIZED,36,true,false,
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.5a3ab1fe,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,FEASIBLE,AUTHORIZED,58,true,false,
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.85015d2c,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,INFEASIBLE,AUTHORIZED,13,true,false,LATENCY_THRESHOLD_FAILED
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.8fe007e2,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,INFEASIBLE,AUTHORIZED,13,true,false,LATENCY_THRESHOLD_FAILED
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.95e6db32,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,FEASIBLE,AUTHORIZED,44,true,false,
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.a79b9150,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,INFEASIBLE,AUTHORIZED,13,true,false,LATENCY_THRESHOLD_FAILED
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.af6604a1,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,FEASIBLE,AUTHORIZED,47,true,false,
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.b49ea418,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,FEASIBLE,AUTHORIZED,44,true,false,
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.d41dad33,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,FEASIBLE,AUTHORIZED,52,true,false,
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.e0f1f5f8,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,FEASIBLE,AUTHORIZED,50,true,false,
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.e9bed6a4,DETERMINISTIC_RULES,DETERMINISTIC_RULES,mock.deterministic_text_cleanup.v1,INFEASIBLE,AUTHORIZED,13,true,false,LATENCY_THRESHOLD_FAILED
decision.text_cleanup.initial.offline.v1,decision.text_cleanup.initial.offline.v1.HOSTED_ECONOMY.mock.deterministic_text_cleanup.v1.0a5178db,HOSTED_ECONOMY,HOSTED_ECONOMY_MODEL,mock.deterministic_text_cleanup.v1,UNAUTHORIZED,UNAUTHORIZED,3,true,false,CAPABILITY_NOT_SUPPORTED|HOSTED_EXECUTION_NOT_AUTHORIZED
